State,County,Crash_Date,Crash_Time,Day_of_Week,Location_Type,Weather_Conditions,Road_Condition,Number_of_Vehicles,Vehicle_Type_1,Vehicle_Type_2,EV_Indicator_1,EV_Indicator_2,Driver_Age_1,Driver_Age_2,Driver_Gender_1,Driver_Gender_2,Crash_Severity,Crash_Cause,Fatalities,Injuries,Alcohol_Involvement,Speeding,Police_Report_Filed,Vehicle_Make_1,Vehicle_Make_2,Year_of_Vehicle_1,Year_of_Vehicle_2,Crash_Year
VA,County 13,5/21/23,10:36,Thursday,Residential,Snow,Construction Zone,1,Sedan,,Yes,,20,,Male,,Fatal,Fatigue,5,3,Yes,No,Yes,Ford,,2010,,2023
VA,County 49,10/17/20,0:08,Monday,Rural,Rain,Construction Zone,1,Motorcycle,,Yes,,18,,Female,,No Injury,Speeding,0,0,Yes,No,Yes,Tesla,,2014,,2020
PA,County 42,10/3/22,0:54,Monday,Residential,Snow,Icy,1,Motorcycle,,No,,38,,Female,,Severe Injury,Weather,0,10,Yes,No,Yes,Ford,,2010,,2022
WV,County 25,11/28/21,15:31,Friday,Urban,Snow,Gravel,1,SUV,,Yes,,18,,Male,,Minor Injury,Mechanical Failure,0,0,Yes,No,Yes,Audi,,2015,,2021
CO,County 7,8/22/22,13:43,Tuesday,Urban,Clear,Dry,5,Truck,Truck,No,No,30,73.0,Female,Female,Fatal,Weather,5,8,No,No,No,Nissan,Kia,2015,2010.0,2022
RI,County 64,8/21/22,2:20,Sunday,Urban,Clear,Gravel,2,Motorcycle,Sedan,No,No,73,47.0,Male,Male,No Injury,DUI,0,0,Yes,No,Yes,Honda,Kia,2007,2018.0,2022
OH,County 89,7/3/22,10:54,Tuesday,Residential,Rain,Wet,1,Motorcycle,,No,,41,,Female,,No Injury,Speeding,0,0,No,No,Yes,Toyota,,2020,,2022
KY,County 47,8/18/21,5:28,Thursday,Residential,Clear,Construction Zone,1,EV,,Yes,,25,,Male,,No Injury,DUI,0,0,Yes,No,No,Honda,,2020,,2021
NY,County 96,10/18/22,6:02,Wednesday,Highway,Windy,Wet,1,Motorcycle,,Yes,,66,,Female,,Minor Injury,Fatigue,0,0,No,No,Yes,Kia,,2020,,2022
CO,County 50,7/11/20,5:03,Tuesday,Residential,Snow,Construction Zone,4,Motorcycle,SUV,Yes,No,54,72.0,Female,Female,Severe Injury,Mechanical Failure,0,0,No,No,Yes,BMW,Chevrolet,2009,2005.0,2020
AK,County 44,2/7/21,8:21,Wednesday,Highway,Rain,Gravel,1,SUV,,No,,31,,Male,,No Injury,Speeding,0,0,Yes,Yes,Yes,Tesla,,2008,,2021
UT,County 39,2/14/20,22:24,Thursday,Highway,Snow,Wet,4,Sedan,Motorcycle,No,No,27,63.0,Female,Male,Severe Injury,Fatigue,0,7,No,No,Yes,Audi,Tesla,2012,2013.0,2020
MD,County 93,12/29/22,22:55,Tuesday,Residential,Windy,Icy,3,Truck,Sedan,Yes,No,57,39.0,Female,Male,Severe Injury,Speeding,0,3,Yes,Yes,No,Honda,Chevrolet,2009,2003.0,2022
TN,County 10,5/11/21,5:40,Sunday,Highway,Clear,Dry,5,Motorcycle,EV,No,Yes,41,29.0,Female,Female,Severe Injury,Speeding,0,7,No,Yes,Yes,Chevrolet,Ford,2020,2015.0,2021
NC,County 4,9/16/22,13:59,Wednesday,Rural,Snow,Wet,2,Sedan,EV,Yes,Yes,52,72.0,Female,Male,Severe Injury,Fatigue,0,3,No,No,Yes,Nissan,BMW,2021,2009.0,2022
MA,County 96,8/1/22,15:15,Thursday,Urban,Fog,Construction Zone,1,Sedan,,No,,56,,Female,,Severe Injury,DUI,0,2,Yes,Yes,No,Kia,,2011,,2022
IN,County 12,9/27/20,17:56,Thursday,Residential,Snow,Dry,3,Motorcycle,EV,No,Yes,62,73.0,Male,Female,Minor Injury,Mechanical Failure,0,0,Yes,No,Yes,Toyota,Kia,2007,2006.0,2020
MD,County 12,4/7/22,22:11,Monday,Rural,Fog,Gravel,2,EV,EV,Yes,Yes,27,16.0,Male,Male,Severe Injury,Distracted Driving,0,8,Yes,No,Yes,Chevrolet,BMW,2016,2018.0,2022
CA,County 88,6/14/23,18:24,Tuesday,Urban,Rain,Gravel,4,Sedan,EV,No,Yes,59,35.0,Female,Female,Minor Injury,Weather,0,0,No,Yes,No,Chevrolet,Audi,2002,2003.0,2023
AK,County 46,9/8/20,8:33,Tuesday,Residential,Fog,Construction Zone,4,Motorcycle,Sedan,Yes,No,19,29.0,Female,Female,No Injury,Fatigue,0,0,Yes,Yes,Yes,Ford,Honda,2002,2011.0,2020
AZ,County 33,4/14/23,1:26,Sunday,Urban,Rain,Construction Zone,3,Motorcycle,Sedan,No,No,64,38.0,Male,Male,No Injury,Speeding,0,0,Yes,Yes,Yes,Toyota,Nissan,2020,2013.0,2023
MN,County 100,10/4/22,6:29,Saturday,Rural,Rain,Construction Zone,4,SUV,Truck,No,No,33,27.0,Male,Male,Fatal,Speeding,4,2,Yes,No,No,Audi,Audi,2013,2020.0,2022
NE,County 89,4/10/23,11:30,Thursday,Highway,Windy,Wet,1,Truck,,No,,27,,Male,,Severe Injury,Mechanical Failure,0,10,No,No,No,Hyundai,,2010,,2023
MI,County 92,3/24/20,12:49,Thursday,Rural,Clear,Construction Zone,1,Sedan,,No,,18,,Male,,Severe Injury,Mechanical Failure,0,3,Yes,Yes,No,Nissan,,2012,,2020
WV,County 10,1/11/21,17:36,Sunday,Urban,Windy,Dry,3,Sedan,EV,No,Yes,23,44.0,Male,Male,Severe Injury,Distracted Driving,0,7,No,No,No,Honda,Chevrolet,2006,2020.0,2021
AL,County 77,6/24/22,2:07,Thursday,Urban,Snow,Wet,3,EV,EV,Yes,Yes,17,49.0,Male,Female,No Injury,Distracted Driving,0,0,Yes,Yes,Yes,Tesla,Chevrolet,2007,2012.0,2022
WV,County 42,10/3/23,3:37,Friday,Urban,Fog,Dry,2,EV,EV,Yes,Yes,78,75.0,Male,Male,Minor Injury,DUI,0,0,Yes,No,Yes,Honda,Ford,2008,2023.0,2023
OK,County 32,3/24/20,15:38,Sunday,Urban,Snow,Dry,5,Truck,Motorcycle,No,No,63,47.0,Male,Male,Minor Injury,Fatigue,0,0,No,Yes,No,Honda,Kia,2004,2020.0,2020
ND,County 35,11/16/20,14:32,Thursday,Highway,Fog,Gravel,4,Motorcycle,Motorcycle,No,No,75,77.0,Male,Male,Minor Injury,Distracted Driving,0,0,Yes,No,No,Chevrolet,Tesla,2014,2016.0,2020
NC,County 3,3/14/20,5:44,Saturday,Residential,Snow,Icy,3,Sedan,Motorcycle,No,No,55,22.0,Female,Male,No Injury,DUI,0,0,Yes,No,Yes,Ford,Kia,2007,2023.0,2020
TX,County 13,10/26/22,11:14,Wednesday,Urban,Rain,Dry,1,SUV,,No,,69,,Male,,No Injury,Distracted Driving,0,0,Yes,Yes,Yes,Kia,,2011,,2022
NE,County 9,10/10/21,14:43,Thursday,Urban,Clear,Icy,4,Truck,Sedan,No,No,80,54.0,Female,Female,Fatal,Mechanical Failure,0,2,No,No,Yes,Nissan,Nissan,2001,2006.0,2021
ID,County 70,12/21/21,0:38,Monday,Rural,Fog,Construction Zone,2,Sedan,Sedan,No,No,78,21.0,Female,Female,Minor Injury,Weather,0,0,No,No,Yes,Kia,Audi,2010,2019.0,2021
OH,County 90,1/2/21,2:17,Monday,Urban,Rain,Wet,3,EV,Motorcycle,Yes,No,76,45.0,Male,Female,No Injury,Mechanical Failure,0,0,No,Yes,Yes,Audi,Hyundai,2011,2015.0,2021
NH,County 37,10/26/21,1:46,Thursday,Urban,Clear,Icy,3,Truck,Truck,No,No,34,62.0,Male,Male,Minor Injury,Distracted Driving,0,0,No,Yes,No,Hyundai,Tesla,2004,2003.0,2021
NJ,County 34,6/29/22,19:19,Monday,Rural,Fog,Wet,1,Truck,,Yes,,63,,Male,,Fatal,Speeding,3,2,Yes,Yes,Yes,BMW,,2023,,2022
KY,County 61,7/31/20,17:17,Wednesday,Residential,Clear,Dry,5,Motorcycle,Sedan,No,No,63,62.0,Female,Male,Minor Injury,Weather,0,0,No,No,Yes,Audi,Chevrolet,2017,2005.0,2020
NE,County 28,6/4/21,0:04,Thursday,Highway,Fog,Icy,4,EV,SUV,Yes,No,68,67.0,Male,Male,No Injury,Fatigue,0,0,Yes,Yes,Yes,Honda,Ford,2002,2011.0,2021
WY,County 47,7/28/21,17:46,Friday,Residential,Fog,Construction Zone,5,EV,Sedan,Yes,No,28,64.0,Female,Male,No Injury,Distracted Driving,0,0,No,Yes,Yes,Audi,Chevrolet,2014,2007.0,2021
ID,County 72,7/18/22,3:00,Tuesday,Residential,Rain,Wet,5,Sedan,SUV,No,No,29,60.0,Male,Male,Minor Injury,Fatigue,0,0,Yes,No,Yes,Tesla,Ford,2007,2019.0,2022
TN,County 29,1/14/22,3:53,Sunday,Highway,Rain,Construction Zone,1,Motorcycle,,No,,42,,Male,,Severe Injury,DUI,0,1,Yes,Yes,Yes,Ford,,2007,,2022
AR,County 4,6/1/23,21:34,Monday,Highway,Clear,Gravel,5,EV,Motorcycle,Yes,No,29,54.0,Female,Female,No Injury,Mechanical Failure,0,0,Yes,No,No,Chevrolet,Toyota,2017,2015.0,2023
WY,County 73,1/4/21,5:29,Friday,Urban,Fog,Gravel,4,SUV,EV,Yes,Yes,68,27.0,Male,Male,Severe Injury,Weather,0,2,Yes,Yes,No,Kia,Honda,2023,2011.0,2021
MN,County 99,6/11/22,16:35,Saturday,Urban,Clear,Dry,4,Truck,Motorcycle,Yes,No,71,21.0,Female,Male,No Injury,Distracted Driving,0,0,No,No,Yes,Audi,Kia,2001,2007.0,2022
UT,County 77,12/2/23,3:58,Saturday,Urban,Fog,Construction Zone,5,Sedan,Motorcycle,No,No,19,24.0,Male,Female,No Injury,Speeding,0,0,Yes,No,No,Kia,Audi,2013,2009.0,2023
AR,County 74,1/17/22,18:01,Tuesday,Rural,Clear,Icy,4,SUV,Sedan,No,No,69,58.0,Female,Female,Minor Injury,DUI,0,0,Yes,No,No,Audi,Toyota,2010,2007.0,2022
MS,County 1,11/27/22,17:14,Friday,Residential,Rain,Icy,5,Motorcycle,Truck,No,No,39,28.0,Male,Male,No Injury,Weather,0,0,No,Yes,Yes,Hyundai,Nissan,2003,2007.0,2022
MN,County 68,4/10/22,21:52,Saturday,Residential,Fog,Dry,3,Motorcycle,Truck,No,No,46,23.0,Female,Female,No Injury,Speeding,0,0,No,Yes,No,Kia,Ford,2004,2023.0,2022
PA,County 43,10/8/20,12:39,Sunday,Rural,Rain,Wet,5,Sedan,SUV,No,No,16,60.0,Male,Male,Severe Injury,Fatigue,0,10,Yes,No,Yes,Tesla,Audi,2011,2009.0,2020
CA,County 51,1/12/22,8:31,Monday,Urban,Snow,Icy,1,SUV,,No,,42,,Male,,Minor Injury,Mechanical Failure,0,0,No,No,No,Audi,,2014,,2022
CT,County 72,2/21/20,10:46,Wednesday,Rural,Rain,Construction Zone,1,Motorcycle,,No,,21,,Male,,No Injury,Distracted Driving,0,0,Yes,Yes,No,Kia,,2006,,2020
IL,County 59,3/3/22,7:24,Saturday,Urban,Snow,Construction Zone,2,Motorcycle,EV,Yes,Yes,39,29.0,Female,Male,Fatal,Fatigue,1,6,No,Yes,Yes,BMW,Toyota,2001,2015.0,2022
HI,County 16,5/1/23,6:08,Tuesday,Rural,Clear,Dry,3,Sedan,Motorcycle,Yes,No,60,54.0,Female,Male,Severe Injury,Distracted Driving,0,1,No,No,No,Tesla,BMW,2004,2014.0,2023
NH,County 85,10/27/23,6:20,Wednesday,Highway,Snow,Icy,1,EV,,Yes,,77,,Male,,Fatal,Distracted Driving,5,4,Yes,No,Yes,Audi,,2003,,2023
AZ,County 6,9/10/22,12:19,Thursday,Highway,Windy,Construction Zone,2,Truck,SUV,Yes,No,63,27.0,Female,Female,Minor Injury,Distracted Driving,0,0,Yes,No,Yes,Kia,Toyota,2009,2001.0,2022
HI,County 2,6/21/23,1:47,Saturday,Urban,Clear,Dry,1,SUV,,No,,33,,Female,,No Injury,Mechanical Failure,0,0,No,Yes,Yes,Audi,,2003,,2023
IA,County 10,4/20/23,0:24,Friday,Urban,Windy,Gravel,3,Truck,Motorcycle,No,No,42,26.0,Male,Female,Minor Injury,Mechanical Failure,0,0,Yes,No,Yes,BMW,Chevrolet,2000,2009.0,2023
TN,County 94,1/9/23,2:18,Tuesday,Rural,Snow,Icy,5,Sedan,SUV,No,No,20,73.0,Female,Female,Severe Injury,Weather,0,0,Yes,No,Yes,Hyundai,Ford,2019,2002.0,2023
MT,County 85,4/9/23,14:38,Sunday,Residential,Snow,Construction Zone,2,Motorcycle,Truck,Yes,No,59,44.0,Female,Male,No Injury,Fatigue,0,0,Yes,No,Yes,Nissan,Nissan,2010,2004.0,2023
UT,County 48,3/31/20,18:03,Friday,Highway,Windy,Wet,4,SUV,SUV,No,No,63,70.0,Female,Female,Severe Injury,DUI,0,1,Yes,No,Yes,Audi,Honda,2002,2018.0,2020
HI,County 72,5/2/20,5:26,Monday,Residential,Rain,Gravel,5,Truck,EV,No,Yes,51,22.0,Female,Female,Minor Injury,Weather,0,0,No,No,Yes,Tesla,Honda,2001,2019.0,2020
MO,County 89,6/10/22,23:25,Sunday,Rural,Clear,Construction Zone,4,EV,SUV,Yes,No,59,66.0,Male,Male,Fatal,Fatigue,0,10,No,Yes,No,Ford,Honda,2013,2020.0,2022
AL,County 84,8/8/20,18:38,Thursday,Residential,Windy,Wet,5,Truck,SUV,No,No,61,50.0,Female,Female,Severe Injury,Distracted Driving,0,0,Yes,Yes,No,Chevrolet,Honda,2017,2021.0,2020
MI,County 17,5/23/20,10:58,Wednesday,Residential,Clear,Construction Zone,2,SUV,SUV,No,No,54,54.0,Female,Female,Fatal,Distracted Driving,5,4,No,Yes,No,Toyota,Nissan,2006,2000.0,2020
MD,County 67,5/29/22,11:10,Wednesday,Residential,Windy,Dry,3,Truck,Truck,No,No,39,58.0,Female,Female,Minor Injury,Speeding,0,0,No,No,No,Nissan,Honda,2023,2000.0,2022
HI,County 48,4/1/22,15:07,Monday,Rural,Windy,Construction Zone,4,Motorcycle,EV,No,Yes,72,20.0,Male,Male,Fatal,Speeding,0,10,No,Yes,Yes,Nissan,Tesla,2022,2017.0,2022
ID,County 60,7/11/22,6:16,Monday,Residential,Windy,Construction Zone,3,SUV,SUV,No,No,24,19.0,Male,Female,Minor Injury,Mechanical Failure,0,0,No,Yes,Yes,Chevrolet,Tesla,2001,2018.0,2022
IN,County 61,10/1/22,17:10,Sunday,Rural,Fog,Wet,1,EV,,Yes,,30,,Male,,No Injury,Mechanical Failure,0,0,No,Yes,No,Hyundai,,2001,,2022
MS,County 76,1/30/21,20:10,Tuesday,Highway,Windy,Construction Zone,2,Sedan,Sedan,No,No,60,22.0,Male,Male,Severe Injury,Weather,0,10,Yes,Yes,Yes,Audi,Nissan,2017,2005.0,2021
KY,County 51,6/14/20,16:06,Sunday,Highway,Rain,Gravel,1,Truck,,No,,68,,Female,,No Injury,DUI,0,0,No,Yes,Yes,Honda,,2019,,2020
CT,County 92,11/27/23,2:39,Tuesday,Highway,Clear,Dry,5,SUV,Motorcycle,No,No,75,34.0,Female,Female,Severe Injury,DUI,0,4,No,No,No,Honda,Chevrolet,2005,2007.0,2023
RI,County 75,6/2/23,9:18,Monday,Rural,Clear,Construction Zone,1,Truck,,No,,50,,Male,,No Injury,Weather,0,0,Yes,Yes,Yes,Tesla,,2006,,2023
CO,County 9,5/7/20,3:33,Sunday,Highway,Fog,Construction Zone,4,Sedan,Motorcycle,No,No,43,61.0,Male,Female,Fatal,Weather,1,9,No,No,Yes,Tesla,Hyundai,2018,2013.0,2020
DE,County 9,11/3/20,0:19,Saturday,Urban,Fog,Construction Zone,5,Sedan,Motorcycle,No,No,21,76.0,Male,Female,Severe Injury,DUI,0,3,Yes,No,No,Audi,Honda,2019,2000.0,2020
NY,County 92,4/12/21,16:42,Wednesday,Rural,Fog,Dry,2,SUV,SUV,No,No,27,72.0,Female,Female,Severe Injury,DUI,0,10,No,No,No,Honda,Ford,2005,2023.0,2021
CT,County 68,9/27/22,14:41,Monday,Urban,Snow,Wet,4,Motorcycle,Sedan,No,No,54,32.0,Female,Female,Severe Injury,Fatigue,0,8,No,No,Yes,Chevrolet,Chevrolet,2006,2021.0,2022
TN,County 49,3/7/21,21:08,Wednesday,Urban,Snow,Dry,5,EV,SUV,Yes,No,17,67.0,Female,Male,Fatal,Weather,3,4,No,Yes,Yes,Chevrolet,Tesla,2022,2009.0,2021
TX,County 31,3/30/23,21:55,Saturday,Residential,Clear,Construction Zone,5,Sedan,EV,No,Yes,40,34.0,Male,Female,Severe Injury,Mechanical Failure,0,2,Yes,No,No,Tesla,Toyota,2022,2022.0,2023
OR,County 95,12/13/21,0:18,Tuesday,Highway,Rain,Wet,1,EV,,Yes,,76,,Female,,Severe Injury,Fatigue,0,0,No,Yes,Yes,Audi,,2018,,2021
FL,County 17,3/8/22,2:49,Saturday,Rural,Snow,Gravel,1,Motorcycle,,Yes,,74,,Male,,Severe Injury,Distracted Driving,0,7,Yes,No,No,Honda,,2015,,2022
VT,County 37,2/24/21,7:57,Wednesday,Residential,Windy,Dry,3,SUV,SUV,No,No,51,49.0,Female,Female,Fatal,Fatigue,3,9,No,No,Yes,Nissan,BMW,2015,2009.0,2021
HI,County 74,4/12/23,0:35,Tuesday,Rural,Rain,Icy,3,EV,Sedan,Yes,No,70,53.0,Female,Female,Severe Injury,Weather,0,6,No,Yes,Yes,BMW,Honda,2019,2017.0,2023
HI,County 24,10/29/20,16:15,Thursday,Highway,Snow,Wet,1,SUV,,No,,37,,Male,,Fatal,Weather,5,3,Yes,Yes,No,Nissan,,2009,,2020
UT,County 38,12/24/21,20:45,Thursday,Urban,Fog,Icy,2,SUV,Sedan,Yes,No,59,60.0,Female,Male,Fatal,DUI,3,10,Yes,Yes,No,Kia,Kia,2007,2002.0,2021
HI,County 53,10/16/20,7:33,Tuesday,Rural,Windy,Dry,3,Motorcycle,Truck,No,No,64,71.0,Male,Female,Severe Injury,Speeding,0,10,No,Yes,Yes,Chevrolet,Audi,2021,2006.0,2020
WI,County 41,6/26/21,10:22,Saturday,Rural,Windy,Gravel,1,Motorcycle,,No,,27,,Female,,No Injury,Distracted Driving,0,0,Yes,Yes,Yes,Tesla,,2003,,2021
MI,County 73,4/8/22,15:18,Wednesday,Rural,Windy,Wet,2,Sedan,SUV,No,No,51,77.0,Female,Male,Fatal,Speeding,2,3,No,Yes,Yes,Toyota,Audi,2008,2000.0,2022
LA,County 30,9/19/21,3:15,Friday,Highway,Snow,Gravel,2,Sedan,EV,No,Yes,43,77.0,Male,Female,Severe Injury,Fatigue,0,3,No,No,No,Kia,Chevrolet,2010,2020.0,2021
DE,County 72,6/16/23,18:07,Monday,Rural,Rain,Wet,5,EV,Truck,Yes,No,37,28.0,Male,Female,Minor Injury,Fatigue,0,0,Yes,No,No,Ford,Hyundai,2009,2001.0,2023
FL,County 50,3/22/20,18:39,Saturday,Residential,Windy,Construction Zone,3,Motorcycle,Motorcycle,Yes,No,64,73.0,Female,Male,Minor Injury,Speeding,0,0,Yes,No,No,Nissan,Ford,2014,2013.0,2020
CO,County 91,11/1/22,23:23,Tuesday,Urban,Fog,Dry,1,Sedan,,No,,28,,Female,,No Injury,Speeding,0,0,Yes,No,Yes,Kia,,2011,,2022
RI,County 21,2/9/22,9:28,Sunday,Highway,Rain,Icy,2,SUV,Motorcycle,No,No,70,38.0,Male,Female,Fatal,Speeding,0,3,No,Yes,No,Toyota,BMW,2013,2023.0,2022
VA,County 76,6/4/23,2:43,Sunday,Highway,Clear,Construction Zone,2,SUV,EV,No,Yes,26,72.0,Male,Male,No Injury,Speeding,0,0,No,No,No,Audi,Hyundai,2005,2005.0,2023
VT,County 86,8/12/23,10:06,Saturday,Rural,Snow,Dry,1,Motorcycle,,No,,75,,Male,,Severe Injury,Distracted Driving,0,4,Yes,No,Yes,Audi,,2015,,2023
SC,County 72,9/16/22,6:14,Thursday,Rural,Fog,Gravel,3,Truck,Motorcycle,No,No,48,80.0,Female,Male,Severe Injury,Fatigue,0,10,No,No,No,BMW,Tesla,2006,2018.0,2022
NH,County 56,5/19/20,0:53,Friday,Urban,Snow,Icy,5,Motorcycle,Truck,No,No,71,32.0,Female,Male,Severe Injury,Weather,0,3,No,No,Yes,Kia,Honda,2001,2007.0,2020
HI,County 32,5/1/20,6:24,Tuesday,Urban,Snow,Construction Zone,1,EV,,Yes,,74,,Female,,No Injury,DUI,0,0,No,Yes,No,Toyota,,2000,,2020
FL,County 55,12/6/20,14:01,Monday,Rural,Snow,Icy,5,Truck,Motorcycle,No,No,38,61.0,Female,Female,No Injury,Weather,0,0,Yes,Yes,Yes,Chevrolet,Kia,2022,2003.0,2020
MO,County 39,3/20/21,8:20,Saturday,Rural,Clear,Wet,5,Sedan,Truck,No,No,78,38.0,Female,Female,No Injury,Mechanical Failure,0,0,No,No,Yes,Nissan,Kia,2016,2012.0,2021
SC,County 82,11/12/22,1:38,Wednesday,Residential,Rain,Gravel,4,Sedan,SUV,No,No,74,79.0,Male,Female,Severe Injury,Fatigue,0,9,No,Yes,No,Ford,Chevrolet,2018,2008.0,2022
NC,County 94,3/14/21,16:41,Thursday,Highway,Rain,Wet,1,Sedan,,Yes,,61,,Male,,Severe Injury,Distracted Driving,0,2,Yes,No,No,Hyundai,,2010,,2021
GA,County 6,8/26/23,14:00,Saturday,Rural,Rain,Gravel,4,SUV,Motorcycle,Yes,No,58,58.0,Female,Female,No Injury,Mechanical Failure,0,0,No,No,No,Hyundai,Toyota,2020,2000.0,2023
MI,County 34,4/2/21,0:03,Thursday,Highway,Fog,Wet,1,Sedan,,No,,67,,Male,,Fatal,Fatigue,5,1,No,Yes,Yes,Honda,,2004,,2021
AL,County 35,7/18/23,6:43,Tuesday,Highway,Fog,Icy,4,Sedan,Motorcycle,No,No,26,43.0,Female,Female,No Injury,DUI,0,0,Yes,Yes,Yes,Tesla,Audi,2018,2016.0,2023
IL,County 56,10/28/20,15:10,Wednesday,Rural,Clear,Icy,2,EV,Sedan,Yes,No,59,22.0,Female,Female,Minor Injury,Distracted Driving,0,0,No,No,No,BMW,Chevrolet,2010,2001.0,2020
MS,County 24,8/3/22,11:22,Monday,Urban,Rain,Construction Zone,5,Sedan,SUV,No,No,49,74.0,Female,Female,Minor Injury,Weather,0,0,Yes,Yes,No,Ford,Hyundai,2004,2017.0,2022
NJ,County 43,6/13/23,11:34,Friday,Highway,Snow,Dry,2,SUV,EV,No,Yes,53,46.0,Female,Male,No Injury,Speeding,0,0,No,Yes,No,Ford,Honda,2015,2023.0,2023
HI,County 68,3/25/22,13:27,Monday,Highway,Clear,Icy,2,Motorcycle,Truck,No,No,38,39.0,Female,Female,Fatal,Speeding,5,3,Yes,No,No,Kia,Audi,2016,2015.0,2022
NE,County 93,5/30/20,4:25,Friday,Urban,Snow,Icy,5,EV,SUV,Yes,No,45,22.0,Female,Male,Fatal,DUI,3,9,Yes,Yes,No,Hyundai,Kia,2019,2021.0,2020
TN,County 51,9/3/23,1:14,Friday,Urban,Fog,Dry,4,Motorcycle,Motorcycle,No,No,55,32.0,Male,Male,Fatal,Distracted Driving,2,7,No,Yes,No,Honda,Ford,2001,2004.0,2023
AL,County 91,10/1/22,20:18,Sunday,Residential,Clear,Wet,1,SUV,,Yes,,77,,Female,,Severe Injury,Distracted Driving,0,10,Yes,Yes,No,Toyota,,2009,,2022
IN,County 96,7/12/22,15:16,Friday,Urban,Fog,Construction Zone,3,Motorcycle,SUV,Yes,No,48,43.0,Male,Male,Minor Injury,Distracted Driving,0,0,Yes,Yes,No,Tesla,Toyota,2008,2019.0,2022
RI,County 98,5/29/22,5:42,Thursday,Urban,Clear,Dry,5,Sedan,EV,No,Yes,57,66.0,Female,Female,Minor Injury,Fatigue,0,0,Yes,No,Yes,BMW,Ford,2007,2005.0,2022
VA,County 55,7/21/22,19:48,Friday,Residential,Clear,Construction Zone,3,Sedan,EV,No,Yes,63,37.0,Female,Male,Fatal,Fatigue,1,7,Yes,No,No,BMW,Audi,2017,2010.0,2022
PA,County 60,6/1/22,5:46,Friday,Highway,Snow,Dry,2,SUV,Truck,No,No,22,65.0,Female,Female,Minor Injury,Mechanical Failure,0,0,Yes,Yes,Yes,Kia,Ford,2003,2008.0,2022
LA,County 50,2/12/23,22:55,Wednesday,Rural,Windy,Gravel,4,Sedan,Sedan,Yes,No,68,57.0,Male,Female,No Injury,Fatigue,0,0,Yes,Yes,Yes,Tesla,Kia,2007,2001.0,2023
IA,County 23,5/8/23,22:48,Thursday,Urban,Fog,Wet,4,SUV,Sedan,No,No,70,58.0,Female,Male,No Injury,DUI,0,0,Yes,Yes,Yes,Chevrolet,Nissan,2015,2022.0,2023
AL,County 55,6/8/23,14:19,Tuesday,Rural,Snow,Construction Zone,5,EV,EV,Yes,Yes,37,45.0,Female,Male,No Injury,Mechanical Failure,0,0,No,No,Yes,Nissan,BMW,2000,2011.0,2023
NY,County 88,11/28/22,13:37,Thursday,Rural,Fog,Dry,3,Truck,EV,No,Yes,74,59.0,Male,Female,Severe Injury,Mechanical Failure,0,4,Yes,Yes,No,Audi,Kia,2001,2007.0,2022
SC,County 100,7/2/20,11:33,Friday,Rural,Fog,Dry,1,Truck,,No,,43,,Male,,Minor Injury,Speeding,0,0,Yes,Yes,Yes,Tesla,,2008,,2020
WA,County 35,6/19/22,12:50,Sunday,Rural,Windy,Wet,3,Sedan,EV,No,Yes,58,57.0,Male,Male,Fatal,DUI,5,7,Yes,Yes,Yes,Ford,Chevrolet,2001,2016.0,2022
WY,County 90,4/9/23,4:14,Thursday,Urban,Fog,Wet,5,EV,Motorcycle,Yes,No,35,49.0,Male,Male,Severe Injury,Fatigue,0,9,Yes,Yes,No,Tesla,Ford,2010,2012.0,2023
UT,County 34,4/23/20,16:47,Friday,Urban,Windy,Dry,2,Sedan,Truck,Yes,No,33,75.0,Female,Female,Minor Injury,Mechanical Failure,0,0,Yes,No,Yes,Audi,Kia,2022,2002.0,2020
SC,County 45,12/2/23,20:36,Wednesday,Rural,Rain,Gravel,1,EV,,Yes,,37,,Female,,No Injury,Distracted Driving,0,0,Yes,Yes,No,Toyota,,2021,,2023
CT,County 47,3/3/20,3:25,Thursday,Highway,Fog,Gravel,3,Motorcycle,Sedan,No,No,30,28.0,Male,Male,No Injury,Mechanical Failure,0,0,No,No,Yes,Hyundai,Tesla,2006,2014.0,2020
VT,County 46,6/15/21,23:37,Monday,Urban,Snow,Construction Zone,4,EV,SUV,Yes,No,32,37.0,Male,Male,No Injury,Fatigue,0,0,No,Yes,Yes,Honda,Honda,2002,2019.0,2021
LA,County 65,6/7/22,0:35,Monday,Urban,Snow,Icy,5,Motorcycle,EV,No,Yes,19,39.0,Male,Male,No Injury,Mechanical Failure,0,0,Yes,Yes,No,Kia,Tesla,2021,2004.0,2022
AR,County 39,6/12/20,3:12,Monday,Urban,Clear,Construction Zone,5,EV,Sedan,Yes,No,69,29.0,Male,Male,Fatal,Mechanical Failure,2,7,Yes,No,Yes,Honda,Nissan,2019,2020.0,2020
OH,County 54,5/7/22,17:05,Saturday,Residential,Rain,Gravel,4,Motorcycle,Truck,No,No,23,69.0,Male,Female,Fatal,Speeding,2,0,No,Yes,No,Audi,Tesla,2004,2016.0,2022
CA,County 11,6/10/23,11:54,Sunday,Highway,Fog,Construction Zone,3,EV,Motorcycle,Yes,No,52,27.0,Male,Female,Severe Injury,DUI,0,6,Yes,Yes,Yes,Audi,Tesla,2008,2012.0,2023
AR,County 11,5/5/21,11:40,Thursday,Highway,Snow,Icy,4,SUV,EV,No,Yes,80,67.0,Male,Female,Minor Injury,DUI,0,0,Yes,No,Yes,Tesla,Toyota,2016,2006.0,2021
